,rf_RMSE,rf_MSE,lr_RMSE,lr_MSE,Time,Size,hyperparams
2941,0.8442761974191393,0.7128022975285214,2.73601194146886,7.485761343860203,1.0937156677246094,25,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2942,1.063990685429472,1.1320761786806777,1.5127797939115641,2.2885027048671147,1.0937166213989258,30,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2943,0.624504380399488,0.3900057211381484,1.4970565059147987,2.2411781819018257,1.0937411785125732,35,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2944,1.1218741219613213,1.2586015455264858,1.6790983752813666,2.8193713538725254,1.1249897480010986,40,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2945,0.9308510320428914,0.8664836438553161,1.378415762427942,1.900030014109805,1.126253366470337,45,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2946,0.898653557989117,0.8075782172864991,0.6449086324364224,0.4159071441910166,1.140587568283081,50,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2947,0.5148465975267362,0.26506701898485713,1.243271841183791,1.5457248710805336,1.1405930519104004,55,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2948,0.8249510938131006,0.6805443071834311,1.0751759059834967,1.156003228807433,1.1562113761901855,60,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2949,0.9145994126740301,0.8364920856636808,0.9383126718630248,0.8804306701787284,1.1874630451202393,65,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2950,0.6444613295989133,0.4153304053483992,0.7130814981839423,0.5084852230522557,1.187462329864502,70,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2951,0.665973875381959,0.443521202691265,0.8916830180067027,0.7950986046015417,1.1874642372131348,75,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2952,0.6579818783260721,0.432940152205506,1.3731200917427688,1.88545878634767,1.2030601501464844,80,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2953,0.6881025777083386,0.47348515744886016,3.580773815935386,12.821941120888466,1.2031135559082031,85,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2954,0.7778483520724382,0.6050480588218077,1.0245018659412497,1.0496040733171026,1.2259511947631836,90,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2955,0.7584502891300817,0.5752468410815045,1.0124256595300027,1.0250057160747612,1.2485957145690918,95,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2956,0.7526753627872729,0.5665202017469528,1.0128311488651878,1.025826936111576,1.2343361377716064,100,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2957,0.7155895072329735,0.5120683428619299,0.7604738119109679,0.5783204186023981,1.2499871253967285,105,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2958,0.6823408856844393,0.4655890842766251,0.6470061129691238,0.4186169102194146,1.2835655212402344,110,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2959,0.6487228348080685,0.4208413164014165,0.691549401852635,0.47824057520273733,1.265561580657959,115,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2960,0.8576063274083757,0.7354886128108821,0.552804461564637,0.3055927727257683,1.2655858993530273,120,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2961,0.6551238084085867,0.42918720434377067,0.7875522084989308,0.6202384811115433,1.0937433242797852,20,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2962,0.8074729990176175,0.6520126441425053,1.8210720656365749,3.3163034682418617,1.0950005054473877,25,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2963,0.8629195450711618,0.7446301412658207,1.3304865403839155,1.7701944341427602,1.0937161445617676,30,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2964,0.8323567882464771,0.6928178229399906,2.334013946790163,5.447621103810993,1.1093418598175049,35,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2965,0.8589017884709463,0.7377122822385902,0.8502707716661123,0.7229603851496861,1.1093411445617676,40,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2966,0.8001664735842785,0.6402663854483,1.2579021762512108,1.5823178850175323,1.124938726425171,45,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2967,0.8368804442632107,0.700368877990189,1.3248400338793307,1.755201115369386,1.1249651908874512,50,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2968,0.9853978645653004,0.9710089514898541,1.8824006636735928,3.543432258598783,1.1406126022338867,55,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2969,0.7283538237863878,0.5304992926242524,0.9605487446585873,0.9226538908651879,1.1561894416809082,60,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2970,0.7768144330036642,0.6034406633228042,1.674545360297273,2.804102163693124,1.171839714050293,65,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2971,0.6539682740437875,0.4276745034558104,0.9046128411160956,0.8183243923121344,1.2043979167938232,70,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2972,0.7749594531555829,0.6005621540352001,1.1376636927180723,1.2942786777289206,1.2030878067016602,75,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2973,0.8125331140096104,0.6602100613621545,2.212168912703579,4.893691298332135,1.2030868530273438,80,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2974,0.8001020055567749,0.6401632192959734,10.783463333934098,116.2830814743011,1.2187118530273438,85,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2975,0.7972642565226941,0.635630294728684,1.2235596061917018,1.4970981099039922,1.2187137603759766,90,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2976,0.6924270953621463,0.4794552823916588,1.104089428557677,1.2190134662528176,1.2499616146087646,95,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2977,0.7674254895781227,0.5889418820542214,0.9547707817810045,0.9115872457427106,1.2812097072601318,100,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2978,0.756301075788413,0.5719913172387108,0.7333545020850639,0.537808825728432,1.2499632835388184,105,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2979,0.7318291630729277,0.5355739239240218,0.7808239294412432,0.6096860087880637,1.2655813694000244,110,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2980,0.8157004923668932,0.665367293247592,0.8583267284991845,0.7367247728561127,1.2968106269836426,115,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2981,0.7896064856591373,0.6234784021949734,0.6399935964484855,0.4095918034950669,1.28121018409729,120,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2982,0.577231333831948,0.3331960127574098,3.9532118299237853,15.627883772249364,1.0937154293060303,20,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2983,0.8802344801335006,0.7748127400158941,1.6306134892068718,2.658900351183409,1.094527244567871,25,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2984,0.5615415704480936,0.3153289353413113,1.915022314460014,3.667310464879789,1.0937159061431885,30,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2985,0.6784260594865281,0.46026191819041823,1.1266666125343545,1.2693776557996375,1.1093411445617676,35,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2986,0.8251250566595314,0.6808313591273949,0.9925982109004499,0.985251208282774,1.1406149864196777,40,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2987,1.0083337548037508,1.0167369610766304,1.5093263943789264,2.2780661647688905,1.109337329864502,45,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2988,0.8308350242128799,0.6902868374588168,1.3972498161928475,1.9523070488509462,1.1419126987457275,50,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2989,0.6228946609926598,0.38799775869316055,1.301103804575314,1.6928711102803569,1.1405878067016602,55,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2990,0.8244005547088484,0.679636274604257,1.4036015187500315,1.9700972234373948,1.1562135219573975,60,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2991,1.0047478152353138,1.0095181722201363,0.851809664941136,0.7255797052871303,1.171837568283081,65,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2992,0.9803584686729568,0.961102727098785,1.3383674701508015,1.7912274851578567,1.2043628692626953,70,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2993,0.8732912677678345,0.7626376383595516,2.06377352739863,4.259161172391384,1.218712568283081,75,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
